primary_key;order_reference;code_cip_id;salesrep_id;article_code;article_name;quantity;unit_price;discount;net_revenue;order_date;
10363;0501211136S0015;2105655;40;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;6;16.9;38%;62.87;2021-01-05;
10364;0501211136S0015;2105655;40;5048;Nutri-Pulpe Pêche Blanche 1000ml - 8.026.380.050.482;6;24.9;38%;92.63;2021-01-05;
10365;0501211136S0015;2105655;40;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;38%;62.87;2021-01-05;
10366;0501211136S0015;2105655;40;5064;Cœur d'aloe cube;12;0;0%;0;2021-01-05;
10367;0501211136S0015;2105655;40;5150;Pop-Up Coeur D’Aloe Cube Offre Consommateur;1;0;0%;0;2021-01-05;
10368;0501211136S0015;2105655;40;5151;Réglette de linéaire Aloe Vera;1;0;0%;0;2021-01-05;
10369;0501211136S0015;2105655;40;5156;Brochure Gamme Aloe Vera;24;0;100%;0;2021-01-05;
10370;0501211136S0015;2105655;40;5177;Echantillon Nutri-Pulpe;12;0;0%;0;2021-01-05;
10371;0501211136S0015;2105655;40;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;12;0;0%;0;2021-01-05;
10372;0501211136S0015;2105655;40;Vide;Vide;86;501.61;38%;311;2021-01-05;
10373;0501211136S0015;2105655;40;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;6;24.9;38%;92.63;2021-01-05;
10374;0501211136S0015;2105655;40;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;6;16.9;38%;62.87;2021-01-05;
10375;0501211136S0015;2105655;40;5048;Nutri-Pulpe Pêche Blanche 1000ml - 8.026.380.050.482;6;24.9;38%;92.63;2021-01-05;
10376;0501211136S0015;2105655;40;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;38%;62.87;2021-01-05;
10377;0501211136S0015;2105655;40;5064;Cœur d'aloe cube;12;0;0%;0;2021-01-05;
10378;0501211136S0015;2105655;40;5150;Pop-Up Coeur D’Aloe Cube Offre Consommateur;1;0;0%;0;2021-01-05;
10379;0501211136S0015;2105655;40;5151;Réglette de linéaire Aloe Vera;1;0;0%;0;2021-01-05;
10380;0501211136S0015;2105655;40;5156;Brochure Gamme Aloe Vera;24;0;100%;0;2021-01-05;
10381;0501211136S0015;2105655;40;5177;Echantillon Nutri-Pulpe;12;0;0%;0;2021-01-05;
10382;0501211136S0015;2105655;40;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;12;0;0%;0;2021-01-05;
18738;0401212257S0001;2061880;26;Vide;Vide;259;642.61;38%;398.42;2021-01-05;
18739;0401212257S0001;2061880;26;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;38%;125.74;2021-01-05;
18740;0401212257S0001;2061880;26;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;24;9.9;38%;147.31;2021-01-05;
18741;0401212257S0001;2061880;26;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;8.9;38%;66.22;2021-01-05;
18742;0401212257S0001;2061880;26;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;6;15.9;38%;59.15;2021-01-05;
18743;0401212257S0001;2061880;26;5064;Cœur d'Aloe Cube;48;;0%;;2021-01-05;
18744;0401212257S0001;2061880;26;5065;Totem Double Face;1;;0%;;2021-01-05;
18745;0401212257S0001;2061880;26;5150;Pop-Up Coeur D’Aloe Cube Offre Consommateur;1;;0%;;2021-01-05;
18746;0401212257S0001;2061880;26;5151;Réglette De Linéaire Aloe Vera;1;;0%;;2021-01-05;
18747;0401212257S0001;2061880;26;5152;Présentoir de Comptoir Gamme Aloe;1;;0%;;2021-01-05;
18748;0401212257S0001;2061880;26;5153;Présentoir de Sol Gamme Aloe;1;;0%;;2021-01-05;
18749;0401212257S0001;2061880;26;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;1;;0%;;2021-01-05;
18750;0401212257S0001;2061880;26;5155;Présentoir de Comptoir Aloe-Oil;1;;0%;;2021-01-05;
18751;0401212257S0001;2061880;26;5156;Brochure Gamme Aloe Vera;54;;0%;;2021-01-05;
18752;0401212257S0001;2061880;26;5584;Echantillon Aloe-Oil Huile Réparatrice;12;;0%;;2021-01-05;
18753;0401212257S0001;2061880;26;5585;Echantillon Aloe-Oil Crème Réparatrice;12;;0%;;2021-01-05;
18754;0401212257S0001;2061880;26;5586;Echantillon Pur Gel;72;;0%;;2021-01-05;
18755;0401212251S0001;2003293;26;Vide;Vide;579;1622.4;45%;892.32;2021-01-05;
18756;0401212251S0001;2003293;26;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;12;24.9;45%;164.34;2021-01-05;
18757;0401212251S0001;2003293;26;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;24;16.9;45%;223.08;2021-01-05;
18758;0401212251S0001;2003293;26;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;48;16.9;45%;446.16;2021-01-05;
18759;0401212251S0001;2003293;26;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;8.9;45%;58.74;2021-01-05;
18760;0401212251S0001;2003293;26;5064;Cœur d'Aloe Cube;126;;0%;;2021-01-05;
18761;0401212251S0001;2003293;26;5065;Totem Double Face;1;;0%;;2021-01-05;
18762;0401212251S0001;2003293;26;5150;Pop-Up Coeur D’Aloe Cube Offre Consommateur;2;;0%;;2021-01-05;
18763;0401212251S0001;2003293;26;5151;Réglette De Linéaire Aloe Vera;2;;0%;;2021-01-05;
18764;0401212251S0001;2003293;26;5152;Présentoir de Comptoir Gamme Aloe;1;;0%;;2021-01-05;
18765;0401212251S0001;2003293;26;5153;Présentoir de Sol Gamme Aloe;1;;0%;;2021-01-05;
18766;0401212251S0001;2003293;26;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;1;;0%;;2021-01-05;
18767;0401212251S0001;2003293;26;5155;Présentoir de Comptoir Aloe-Oil;1;;0%;;2021-01-05;
18768;0401212251S0001;2003293;26;5156;Brochure Gamme Aloe Vera;96;;0%;;2021-01-05;
18769;0401212251S0001;2003293;26;5177;Echantillon Nutri-Pulpe;72;;0%;;2021-01-05;
18770;0401212251S0001;2003293;26;5584;Echantillon Aloe-Oil Huile Réparatrice;36;;0%;;2021-01-05;
18771;0401212251S0001;2003293;26;5586;Echantillon Pur Gel;144;;0%;;2021-01-05;
4030;0501211810S0009;2005022;43;Vide;Vide;172;631.23;38%;391.36;2021-01-06;
4031;0501211810S0009;2005022;43;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;6;16.9;38%;62.87;2021-01-06;
4032;0501211810S0009;2005022;43;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;38%;62.87;2021-01-06;
4033;0501211810S0009;2005022;43;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;38%;125.74;2021-01-06;
4034;0501211810S0009;2005022;43;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;38%;73.66;2021-01-06;
4035;0501211810S0009;2005022;43;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;8.9;38%;66.22;2021-01-06;
4036;0501211810S0009;2005022;43;5064;Cœur d'Aloe Cube;24;;0%;;2021-01-06;
4037;0501211810S0009;2005022;43;5150;Pop-Up Coeur D’Aloe Cube Offre Consommateur;1;;0%;;2021-01-06;
4038;0501211810S0009;2005022;43;5151;Réglette De Linéaire Aloe Vera;1;;0%;;2021-01-06;
4039;0501211810S0009;2005022;43;5152;Présentoir de Comptoir Gamme Aloe;1;;0%;;2021-01-06;
4040;0501211810S0009;2005022;43;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;1;;0%;;2021-01-06;
4041;0501211810S0009;2005022;43;5156;Brochure Gamme Aloe Vera;48;;0%;;2021-01-06;
4042;0501211810S0009;2005022;43;5177;Echantillon Nutri-Pulpe;6;;0%;;2021-01-06;
4043;0501211810S0009;2005022;43;5584;Echantillon Aloe-Oil Huile Réparatrice;12;;0%;;2021-01-06;
4044;0501211810S0009;2005022;43;5586;Echantillon Pur Gel;24;;0%;;2021-01-06;
4045;0501211810S0009;2005022;43;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;6;;0%;;2021-01-06;
4021;0601211724S0009;2006133;43;Vide;Vide;291;643.2;45%;353.76;2021-01-07;
4022;0601211724S0009;2006133;43;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;24;16.9;45%;223.08;2021-01-07;
4023;0601211724S0009;2006133;43;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;24;9.9;45%;130.68;2021-01-07;
4024;0601211724S0009;2006133;43;5064;Cœur d'Aloe Cube;48;;0%;;2021-01-07;
4025;0601211724S0009;2006133;43;5150;Pop-Up Coeur D’Aloe Cube Offre Consommateur;1;;0%;;2021-01-07;
4026;0601211724S0009;2006133;43;5152;Présentoir de Comptoir Gamme Aloe;1;;0%;;2021-01-07;
4027;0601211724S0009;2006133;43;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;1;;0%;;2021-01-07;
4028;0601211724S0009;2006133;43;5156;Brochure Gamme Aloe Vera;48;;0%;;2021-01-07;
4029;0601211724S0009;2006133;43;5586;Echantillon Pur Gel;144;;0%;;2021-01-07;
8071;0601211921S00DR;2066779;53;Vide;Vide;128;422.42;38%;261.9;2021-01-07;
8072;0601211921S00DR;2066779;53;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;6;16.9;38%;62.87;2021-01-07;
8073;0601211921S00DR;2066779;53;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;38%;73.66;2021-01-07;
8074;0601211921S00DR;2066779;53;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;8.9;38%;66.22;2021-01-07;
8075;0601211921S00DR;2066779;53;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;6;15.9;38%;59.15;2021-01-07;
8076;0601211921S00DR;2066779;53;5064;Cœur d'Aloe Cube;18;;0%;;2021-01-07;
8077;0601211921S00DR;2066779;53;5150;Pop-Up Coeur D’Aloe Cube Offre Consommateur;1;;0%;;2021-01-07;
8078;0601211921S00DR;2066779;53;5151;Réglette De Linéaire Aloe Vera;1;;0%;;2021-01-07;
8079;0601211921S00DR;2066779;53;5156;Brochure Gamme Aloe Vera;36;;0%;;2021-01-07;
8080;0601211921S00DR;2066779;53;5177;Echantillon Nutri-Pulpe;6;;0%;;2021-01-07;
8081;0601211921S00DR;2066779;53;5584;Echantillon Aloe-Oil Huile Réparatrice;12;;0%;;2021-01-07;
8082;0601211921S00DR;2066779;53;5585;Echantillon Aloe-Oil Crème Réparatrice;6;;0%;;2021-01-07;
8083;0601211921S00DR;2066779;53;5586;Echantillon Pur Gel;12;;0%;;2021-01-07;
1784;0501211023S0005;2273858;34;Vide;Vide;128;608.42;38%;377.22;2021-01-08;
1785;0501211023S0005;2273858;34;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;6;24.9;38%;92.63;2021-01-08;
1786;0501211023S0005;2273858;34;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;6;16.9;38%;62.87;2021-01-08;
1787;0501211023S0005;2273858;34;5048;Nutri-Pulpe Pêche Blanche 1000ml - 8.026.380.050.482;6;24.9;38%;92.63;2021-01-08;
1788;0501211023S0005;2273858;34;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;38%;62.87;2021-01-08;
1789;0501211023S0005;2273858;34;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;8.9;38%;66.22;2021-01-08;
1790;0501211023S0005;2273858;34;5064;Cœur d'Aloe Cube;18;;0%;;2021-01-08;
1791;0501211023S0005;2273858;34;5150;Pop-Up Coeur D’Aloe Cube Offre Consommateur;1;;0%;;2021-01-08;
1792;0501211023S0005;2273858;34;5151;Réglette De Linéaire Aloe Vera;1;;0%;;2021-01-08;
1793;0501211023S0005;2273858;34;5156;Brochure Gamme Aloe Vera;36;;0%;;2021-01-08;
1794;0501211023S0005;2273858;34;5584;Echantillon Aloe-Oil Huile Réparatrice;12;;0%;;2021-01-08;
1795;0501211023S0005;2273858;34;5177;Echantillon Nutri-Pulpe;12;;0%;;2021-01-08;
1796;0501211023S0005;2273858;34;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;12;;0%;;2021-01-08;
18688;0701211639S0001;2241522;26;Vide;Vide;426;1932;55%;869.4;2021-01-08;
18689;0701211639S0001;2241522;26;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;12;24.9;55%;134.46;2021-01-08;
18690;0701211639S0001;2241522;26;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;12;16.9;55%;91.26;2021-01-08;
18691;0701211639S0001;2241522;26;5048;Nutri-Pulpe Pêche Blanche 1000ml - 8.026.380.050.482;12;24.9;55%;134.46;2021-01-08;
18692;0701211639S0001;2241522;26;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;12;16.9;55%;91.26;2021-01-08;
18693;0701211639S0001;2241522;26;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;24;16.9;55%;182.52;2021-01-08;
18694;0701211639S0001;2241522;26;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;55%;53.46;2021-01-08;
18695;0701211639S0001;2241522;26;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;24;8.9;55%;96.12;2021-01-08;
18696;0701211639S0001;2241522;26;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;12;15.9;55%;85.86;2021-01-08;
18697;0701211639S0001;2241522;26;5064;Cœur d'Aloe Cube;60;;0%;;2021-01-08;
18698;0701211639S0001;2241522;26;5150;Pop-Up Coeur D’Aloe Cube Offre Consommateur;2;;0%;;2021-01-08;
18699;0701211639S0001;2241522;26;5151;Réglette De Linéaire Aloe Vera;2;;0%;;2021-01-08;
18700;0701211639S0001;2241522;26;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;2;;0%;;2021-01-08;
18701;0701211639S0001;2241522;26;5156;Brochure Gamme Aloe Vera;120;;0%;;2021-01-08;
18702;0701211639S0001;2241522;26;5177;Echantillon Nutri-Pulpe;24;;0%;;2021-01-08;
18703;0701211639S0001;2241522;26;5584;Echantillon Aloe-Oil Huile Réparatrice;24;;0%;;2021-01-08;
18704;0701211639S0001;2241522;26;5585;Echantillon Aloe-Oil Crème Réparatrice;12;;0%;;2021-01-08;
18705;0701211639S0001;2241522;26;5586;Echantillon Pur Gel;36;;0%;;2021-01-08;
18706;0701211639S0001;2241522;26;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;24;;0%;;2021-01-08;
18707;0701211124S0001;2000800;26;Vide;Vide;829;2083.2;45%;1145.76;2021-01-08;
18708;0701211124S0001;2000800;26;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;12;16.9;45%;111.54;2021-01-08;
18709;0701211124S0001;2000800;26;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;12;16.9;45%;111.54;2021-01-08;
18710;0701211124S0001;2000800;26;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;45%;111.54;2021-01-08;
18711;0701211124S0001;2000800;26;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;48;9.9;45%;261.36;2021-01-08;
18712;0701211124S0001;2000800;26;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;48;8.9;45%;234.96;2021-01-08;
18713;0701211124S0001;2000800;26;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;36;15.9;45%;314.82;2021-01-08;
18714;0701211124S0001;2000800;26;5064;Cœur d'Aloe Cube;162;;0%;;2021-01-08;
18715;0701211124S0001;2000800;26;5065;Totem Double Face;1;;0%;;2021-01-08;
18716;0701211124S0001;2000800;26;5150;Pop-Up Coeur D’Aloe Cube Offre Consommateur;2;;0%;;2021-01-08;
18717;0701211124S0001;2000800;26;5151;Réglette De Linéaire Aloe Vera;2;;0%;;2021-01-08;
18718;0701211124S0001;2000800;26;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;1;;0%;;2021-01-08;
18719;0701211124S0001;2000800;26;5156;Brochure Gamme Aloe Vera;168;;0%;;2021-01-08;
18720;0701211124S0001;2000800;26;5168;Présentoir de Sol Aloe-Oil;1;;0%;;2021-01-08;
18721;0701211124S0001;2000800;26;5177;Echantillon Nutri-Pulpe;24;;0%;;2021-01-08;
18722;0701211124S0001;2000800;26;5584;Echantillon Aloe-Oil Huile Réparatrice;96;;0%;;2021-01-08;
18723;0701211124S0001;2000800;26;5585;Echantillon Aloe-Oil Crème Réparatrice;60;;0%;;2021-01-08;
18724;0701211124S0001;2000800;26;5586;Echantillon Pur Gel;120;;0%;;2021-01-08;
18725;0701211124S0001;2000800;26;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;24;;0%;;2021-01-08;
21241;0501211023S0005;2273858;34;Vide;Vide;128;608.42;38%;377.22;2021-01-08;
21242;0501211023S0005;2273858;34;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;6;24.9;38%;92.63;2021-01-08;
21243;0501211023S0005;2273858;34;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;6;16.9;38%;62.87;2021-01-08;
21244;0501211023S0005;2273858;34;5048;Nutri-Pulpe Pêche Blanche 1000ml - 8.026.380.050.482;6;24.9;38%;92.63;2021-01-08;
21245;0501211023S0005;2273858;34;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;38%;62.87;2021-01-08;
21246;0501211023S0005;2273858;34;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;8.9;38%;66.22;2021-01-08;
21247;0501211023S0005;2273858;34;5064;Cœur d'Aloe Cube;18;;0%;;2021-01-08;
21248;0501211023S0005;2273858;34;5150;Pop-Up Coeur D’Aloe Cube Offre Consommateur;1;;0%;;2021-01-08;
21249;0501211023S0005;2273858;34;5151;Réglette De Linéaire Aloe Vera;1;;0%;;2021-01-08;
21250;0501211023S0005;2273858;34;5156;Brochure Gamme Aloe Vera;36;;0%;;2021-01-08;
21251;0501211023S0005;2273858;34;5584;Echantillon Aloe-Oil Huile Réparatrice;12;;0%;;2021-01-08;
21252;0501211023S0005;2273858;34;5177;Echantillon Nutri-Pulpe;12;;0%;;2021-01-08;
21253;0501211023S0005;2273858;34;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;12;;0%;;2021-01-08;
387;0401211858S0003;2043898;38;Vide;Vide;128;428.42;38%;265.62;2021-01-11;
388;0401211858S0003;2043898;38;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;38%;125.74;2021-01-11;
389;0401211858S0003;2043898;38;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;38%;73.66;2021-01-11;
390;0401211858S0003;2043898;38;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;8.9;38%;66.22;2021-01-11;
391;0401211858S0003;2043898;38;5064;Cœur d'Aloe Cube;18;;0%;;2021-01-11;
392;0401211858S0003;2043898;38;5150;Pop-Up Coeur D’Aloe Cube Offre Consommateur;1;;0%;;2021-01-11;
393;0401211858S0003;2043898;38;5151;Réglette De Linéaire Aloe Vera;1;;0%;;2021-01-11;
394;0401211858S0003;2043898;38;5156;Brochure Gamme Aloe Vera;36;;0%;;2021-01-11;
395;0401211858S0003;2043898;38;5584;Echantillon Aloe-Oil Huile Réparatrice;12;;0%;;2021-01-11;
396;0401211858S0003;2043898;38;5586;Echantillon Pur Gel;24;;0%;;2021-01-11;
5140;0801210909S0016;2187806;27;Vide;Vide;30;321.02;38%;199.03;2021-01-11;
5141;0801210909S0016;2187806;27;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;38%;73.66;2021-01-11;
5142;0801210909S0016;2187806;27;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;8.9;38%;66.22;2021-01-11;
5143;0801210909S0016;2187806;27;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;6;15.9;38%;59.15;2021-01-11;
18602;0801211751S0001;2242919;26;Vide;Vide;328;948.6;45%;521.73;2021-01-11;
18603;0801211751S0001;2242919;26;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;12;24.9;45%;164.34;2021-01-11;
18604;0801211751S0001;2242919;26;5048;Nutri-Pulpe Pêche Blanche 1000ml - 8.026.380.050.482;6;24.9;45%;82.17;2021-01-11;
18605;0801211751S0001;2242919;26;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;45%;111.54;2021-01-11;
18606;0801211751S0001;2242919;26;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;8.9;45%;58.74;2021-01-11;
18607;0801211751S0001;2242919;26;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;12;15.9;45%;104.94;2021-01-11;
18608;0801211751S0001;2242919;26;5064;Cœur d'Aloe Cube;72;;0%;;2021-01-11;
18609;0801211751S0001;2242919;26;5065;Totem Double Face;2;;0%;;2021-01-11;
18610;0801211751S0001;2242919;26;5150;Pop-Up Coeur D’Aloe Cube Offre Consommateur;1;;0%;;2021-01-11;
18611;0801211751S0001;2242919;26;5151;Réglette De Linéaire Aloe Vera;1;;0%;;2021-01-11;
18612;0801211751S0001;2242919;26;5156;Brochure Gamme Aloe Vera;54;;0%;;2021-01-11;
18613;0801211751S0001;2242919;26;5177;Echantillon Nutri-Pulpe;24;;0%;;2021-01-11;
18614;0801211751S0001;2242919;26;5584;Echantillon Aloe-Oil Huile Réparatrice;24;;0%;;2021-01-11;
18615;0801211751S0001;2242919;26;5585;Echantillon Aloe-Oil Crème Réparatrice;18;;0%;;2021-01-11;
18616;0801211751S0001;2242919;26;5586;Echantillon Pur Gel;72;;0%;;2021-01-11;
18617;0801211751S0001;2242919;26;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;6;;0%;;2021-01-11;
18644;0801211102S0001;2042674;26;Vide;Vide;600;2671.2;45%;1469.16;2021-01-11;
18645;0801211102S0001;2042674;26;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;24;24.9;45%;328.68;2021-01-11;
18646;0801211102S0001;2042674;26;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;12;16.9;45%;111.54;2021-01-11;
18647;0801211102S0001;2042674;26;5048;Nutri-Pulpe Pêche Blanche 1000ml - 8.026.380.050.482;12;24.9;45%;164.34;2021-01-11;
18648;0801211102S0001;2042674;26;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;12;16.9;45%;111.54;2021-01-11;
18649;0801211102S0001;2042674;26;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;36;16.9;45%;334.62;2021-01-11;
18650;0801211102S0001;2042674;26;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;36;9.9;45%;196.02;2021-01-11;
18651;0801211102S0001;2042674;26;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;24;8.9;45%;117.48;2021-01-11;
18652;0801211102S0001;2042674;26;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;12;15.9;45%;104.94;2021-01-11;
18653;0801211102S0001;2042674;26;5064;Cœur d'Aloe Cube;84;;0%;;2021-01-11;
18654;0801211102S0001;2042674;26;5065;Totem Double Face;2;;0%;;2021-01-11;
18655;0801211102S0001;2042674;26;5150;Pop-Up Coeur D’Aloe Cube Offre Consommateur;2;;0%;;2021-01-11;
18656;0801211102S0001;2042674;26;5151;Réglette De Linéaire Aloe Vera;2;;0%;;2021-01-11;
18657;0801211102S0001;2042674;26;5152;Présentoir de Comptoir Gamme Aloe;2;;0%;;2021-01-11;
18658;0801211102S0001;2042674;26;5153;Présentoir de Sol Gamme Aloe;1;;0%;;2021-01-11;
18659;0801211102S0001;2042674;26;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;2;;0%;;2021-01-11;
18660;0801211102S0001;2042674;26;5155;Présentoir de Comptoir Aloe-Oil;1;;0%;;2021-01-11;
18661;0801211102S0001;2042674;26;5156;Brochure Gamme Aloe Vera;168;;0%;;2021-01-11;
18662;0801211102S0001;2042674;26;5177;Echantillon Nutri-Pulpe;36;;0%;;2021-01-11;
18663;0801211102S0001;2042674;26;5584;Echantillon Aloe-Oil Huile Réparatrice;24;;0%;;2021-01-11;
18664;0801211102S0001;2042674;26;5585;Echantillon Aloe-Oil Crème Réparatrice;12;;0%;;2021-01-11;
18665;0801211102S0001;2042674;26;5586;Echantillon Pur Gel;72;;0%;;2021-01-11;
18666;0801211102S0001;2042674;26;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;24;;0%;;2021-01-11;
18574;1101212005S0001;2060583;26;Vide;Vide;291;1025.44;38%;635.77;2021-01-12;
18575;1101212005S0001;2060583;26;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;6;24.9;38%;92.63;2021-01-12;
18576;1101212005S0001;2060583;26;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;6;16.9;38%;62.87;2021-01-12;
18577;1101212005S0001;2060583;26;5048;Nutri-Pulpe Pêche Blanche 1000ml - 8.026.380.050.482;6;24.9;38%;92.63;2021-01-12;
18578;1101212005S0001;2060583;26;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;38%;62.87;2021-01-12;
18579;1101212005S0001;2060583;26;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;38%;125.74;2021-01-12;
18580;1101212005S0001;2060583;26;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;38%;73.66;2021-01-12;
18581;1101212005S0001;2060583;26;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;8.9;38%;66.22;2021-01-12;
18582;1101212005S0001;2060583;26;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;6;15.9;38%;59.15;2021-01-12;
18583;1101212005S0001;2060583;26;5064;Cœur d'Aloe Cube;51;;0%;;2021-01-12;
18584;1101212005S0001;2060583;26;5065;Totem Double Face;1;;0%;;2021-01-12;
18585;1101212005S0001;2060583;26;5150;Pop-Up Coeur D’Aloe Cube Offre Consommateur;1;;0%;;2021-01-12;
18586;1101212005S0001;2060583;26;5151;Réglette De Linéaire Aloe Vera;1;;0%;;2021-01-12;
18587;1101212005S0001;2060583;26;5152;Présentoir de Comptoir Gamme Aloe;1;;0%;;2021-01-12;
18588;1101212005S0001;2060583;26;5153;Présentoir de Sol Gamme Aloe;1;;0%;;2021-01-12;
18589;1101212005S0001;2060583;26;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;1;;0%;;2021-01-12;
18590;1101212005S0001;2060583;26;5156;Brochure Gamme Aloe Vera;66;;0%;;2021-01-12;
18591;1101212005S0001;2060583;26;5177;Echantillon Nutri-Pulpe;12;;0%;;2021-01-12;
18592;1101212005S0001;2060583;26;5584;Echantillon Aloe-Oil Huile Réparatrice;12;;0%;;2021-01-12;
18593;1101212005S0001;2060583;26;5585;Echantillon Aloe-Oil Crème Réparatrice;6;;0%;;2021-01-12;
18594;1101212005S0001;2060583;26;5586;Echantillon Pur Gel;60;;0%;;2021-01-12;
18595;1101212005S0001;2060583;26;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;12;;0%;;2021-01-12;
6253;2212201721S0008;2171492;31;Vide;Vide;128;596.42;38%;369.78;2021-01-13;
6254;2212201721S0008;2171492;31;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;6;16.9;38%;62.87;2021-01-13;
